id,mssubclass,lotshape,landcontour,landslope,bldgtype,housestyle,overallqual,overallcond,lotfrontage,lotarea,garagearea,grlivarea,totalbsmtsf,saleprice,lotfrontage_std,lotarea_std,garagearea_std,grlivarea_std,totalbsmtsf_std,saleprice_std
486,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,80,9600,264,1113,1113,147000,77.1154756277299,-0.09185489899357331,-0.9774340728943174,-0.7658967134192859,0.12666941759522543,-0.42699052345338656
487,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,79,10289,515,1073,1073,156000,76.1154756277299,-0.022825572082823795,0.19653373014409006,-0.842017537834125,0.03549204232793406,-0.3137010414582421
488,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,70,12243,487,1484,1484,175000,67.1154756277299,0.17294119828525248,0.06557317841072191,-0.059876066971652014,0.9723395731993528,-0.0745343572462705
489,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,One and one-half story: 2nd level finished,5,4,60,10800,520,2414,954,160000,57.11547562772989,0.028370343811795946,0.2199195429536201,1.70993310067336,-0.23576064909225775,-0.2633501605715113
490,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Split Foyer,4,8,21,1526,286,630,630,86000,18.11547562772989,-0.9007704076690328,-0.8745364965323852,-1.6850556682284694,-0.9742973887573179,-1.1948414569760324
492,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,7,79,9490,240,1578,806,133000,76.1154756277299,-0.10287554625073216,-1.0896859743800615,0.11900787040322017,-0.5731169375812358,-0.6032186065569446
493,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,105,15578,429,1456,728,172785,102.1154756277299,0.5070671855818412,-0.2057022501798264,-0.11316064406203948,-0.750912819352454,-0.10241615753729771
664,SPLIT FOYER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,4,5,90,10012,588,1181,1138,137500,87.1154756277299,-0.05057756563039653,0.5379665971632285,-0.6364913119140592,0.18365527713728252,-0.5465738655593724
494,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,70,7931,308,1269,1269,155000,67.1154756277299,-0.25906817419537437,-0.7716389201704531,-0.46902549820141287,0.48226118113766175,-0.3262887616799248
495,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,8,50,5784,273,886,190,91300,47.11547562772989,-0.4741711711146475,-0.9353396098371634,-1.1978823919734984,-1.9772485166975229,-1.128126539801114
496,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,5,60,7879,0,720,720,34900,57.11547562772989,-0.2642779347169404,-2.212204989237503,-1.5137838132950812,-0.7691482944059123,-1.8380739603040193
498,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,7,6,60,9120,240,1820,1026,184000,57.11547562772989,-0.139944996115721,-1.0896859743800615,0.5795388581129974,-0.07164137361113329,0.03875512474887395
499,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,65,7800,288,899,864,130000,62.11547562772989,-0.2721927632016272,-0.8651821714085732,-1.1731431240386756,-0.44090974344366335,-0.6409817672219927
500,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,70,7535,297,912,912,120000,67.1154756277299,-0.29874250432114624,-0.8230877083514192,-1.148403856103853,-0.3314968931229137,-0.7668589694388199
501,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,6,5,21,1890,264,1218,672,113000,18.11547562772989,-0.8643020840180707,-0.9774340728943174,-0.5660795493303329,-0.8785611447266619,-0.854973010990599
502,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,75,9803,603,1768,866,226700,72.1154756277299,-0.07151679541899834,0.6081240355918186,0.48058178637370647,-0.43635087468029876,0.5762507782147259
503,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,70,9170,461,1214,1214,140000,67.1154756277299,-0.1349356109988306,-0.05603304819883423,-0.5736916317718168,0.3568922901451361,-0.5151045650051655
504,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,8,100,15602,484,1801,1501,289000,97.1154756277299,0.5094716904379486,0.0515416907250039,0.5433814665159489,1.0110899576879517,1.3604657480255593
507,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,80,9554,471,1911,777,215000,77.1154756277299,-0.09646353330111246,-0.009261422579774175,0.7527137336567568,-0.639220534650022,0.4289744516210382
508,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,5,75,7862,676,1218,1218,208300,72.1154756277299,-0.26598112565668314,0.949556902610957,-0.5660795493303329,0.36601002767186525,0.34463672613576396
509,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,9,60,9600,360,1378,689,161000,57.11547562772989,-0.09185489899357331,-0.5284264669513408,-0.26159625167097594,-0.839810760238063,-0.25076244034982853
510,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,80,9600,270,1041,1041,124500,77.1154756277299,-0.09185489899357331,-0.9493710975228813,-0.9029141973659964,-0.03744985788589903,-0.7102142284412477
511,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,75,14559,288,1363,1008,164900,72.1154756277299,0.40497591689961515,-0.8651821714085732,-0.2901415608265407,-0.11267119248141441,-0.20167033148526595
512,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,7,5,40,6792,474,1368,1368,202665,37.11547562772989,-0.37318196715813734,0.004770065105943842,-0.28062645777468576,0.7079251849242079,0.27370492268658186
513,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,70,9100,624,864,864,129900,67.1154756277299,-0.14194875016247716,0.7063444493918447,-1.23974884540166,-0.44090974344366335,-0.642240539244161
514,1-STORY 1946 & NEWER ALL STYLES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One story,6,5,71,9187,484,1080,1084,134000,68.1154756277299,-0.1332324200590879,0.0515416907250039,-0.8286963935615282,0.06056582052643919,-0.590630886335262
515,1-1/2 STORY - UNFINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level unfinished,5,5,55,10594,200,789,768,96500,52.11547562772989,0.007731677130207557,-1.2767724768563018,-1.3824753911794836,-0.6597354440851626,-1.0626703946483638
516,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,10,5,94,12220,900,2020,2006,402861,91.1154756277299,0.1706368811314829,1.9972413164779024,0.9601429801871936,2.162204320437505,2.793716160186575
518,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,79,10208,889,2344,1264,265000,76.1154756277299,-0.03094077597218622,1.9457925282969362,1.5767216579473913,0.4708640092292503,1.0583604627051741
520,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,9,53,10918,282,2080,1276,234000,50.11547562772989,0.040192492687657254,-0.8932451467800092,1.0743242168094524,0.4982172218094377,0.6681411358330098
521,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,Two story,4,7,60,10800,0,1294,0,106250,57.11547562772989,0.028370343811795946,-2.212204989237503,-0.4214499829421383,-2.410341049217157,-0.9399401224869574
522,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,6,90,11988,336,1244,1244,150000,87.1154756277299,0.14739333418911152,-0.6406783684370849,-0.5166010134606873,0.42527532159560466,-0.3892273627883384
523,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,7,50,5000,420,1664,1004,159000,47.11547562772989,-0.5527183297474888,-0.24779671323698046,0.2826676428951245,-0.12178893000814354,-0.275937880793194
524,2-STORY 1946 & NEWER,Slightly irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,Two story,10,5,130,40094,884,4676,3138,184750,127.1154756277299,2.9632688960955353,1.9224067154874063,6.014565721332518,4.74252404050185,0.04819591491513599
525,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,95,11787,834,2398,1379,315750,92.1154756277299,0.12725560601921215,1.688548587392106,1.6794847709074243,0.7329989631227131,1.6971872639555718
526,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,62,7500,453,1266,1257,176000,59.11547562772989,-0.3022490739029695,-0.09345034869408228,-0.4747345600325258,0.45490796855747434,-0.06194663702458778
527,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,70,13300,252,928,928,132000,67.1154756277299,0.2788395996563152,-1.0335600236371894,-1.1179555263379173,-0.29502594301599716,-0.6158063267786273
528,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,9,5,67,14948,858,2713,1452,446261,64.1154756277299,0.44394893310902234,1.80080048887785,2.278936263174283,0.8993976729855198,3.3400232178076052
529,1-STORY 1945 & OLDER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,7,58,9098,0,605,528,86000,55.11547562772989,-0.14214912556715278,-2.212204989237503,-1.732631183487744,-1.2067996956889109,-1.1948414569760324
531,SPLIT OR MULTI-LEVEL,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,6,5,85,10200,600,1509,1461,175000,82.1154756277299,-0.031742277590888685,0.5940925479061006,-0.012300551712377499,0.9199125824206603,-0.0745343572462705
532,2-STORY 1945 & OLDER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,8,60,6155,502,1362,611,128000,57.11547562772989,-0.43700153354732085,0.135730616839312,-0.29204458143691164,-1.0176066420092813,-0.6661572076653582
533,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,60,7200,392,827,0,107500,57.11547562772989,-0.3323053846043118,-0.3787572649703486,-1.3101606079853862,-2.410341049217157,-0.9242054722098539
534,1-STORY 1946 & NEWER ALL STYLES,Regular,Depression,Moderate Slope,Single-family Detached,One story,1,3,50,5000,0,334,0,39300,47.11547562772989,-0.5527183297474888,-2.212204989237503,-2.24834976889828,-2.410341049217157,-1.782687991328615
535,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,74,9056,403,1414,707,178000,71.1154756277299,-0.14635700906534072,-0.3273084767893826,-0.19308750969762067,-0.7987809413677819,-0.03677119658122235
536,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,Two story,5,7,70,7000,0,1347,1117,107500,67.1154756277299,-0.35234292507187337,-2.212204989237503,-0.3205898905924764,0.13578715512195458,-0.9242054722098539
537,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,57,8924,527,1724,880,188000,54.11547562772989,-0.1595817857739313,0.25265968088696217,0.39684887951738335,-0.40443879333674676,0.08910600563560482
541,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,9,5,85,14601,765,1838,1838,315000,82.1154756277299,0.40918380039780305,1.3658243706205915,0.6137932290996752,1.7792593443148814,1.68774647378931
543,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,78,10140,583,1680,1650,213250,75.1154756277299,-0.037753539731157144,0.5145807843536985,0.31311597266106017,1.350725680558612,0.4069459412330934
544,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Split Foyer,7,5,34,4058,367,767,723,133000,31.11547562772989,-0.6470951453497037,-0.49568632901799875,-1.4243418446076452,-0.7623099912608654,-0.6032186065569446
545,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,58,17104,426,1496,654,179665,55.11547562772989,0.6599536193493357,-0.21973373786554443,-0.037039819647200246,-0.919590963596943,-0.015812642412120628
547,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,7,70,8737,440,1635,1065,210000,67.1154756277299,-0.17831688611110136,-0.15425346199886036,0.22748004519436607,0.01725656727447579,0.3660358505126246
549,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,5,7,49,8235,720,825,825,125000,46.11547562772989,-0.22861111268468085,1.1553520553348213,-1.3139666492061282,-0.5298076843292724,-0.7039203683304064
550,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,75,9375,615,2094,912,263000,72.1154756277299,-0.11439713201958004,0.6642499863346907,1.1009665053546462,-0.3314968931229137,1.0331850222618086
551,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,6,6,53,4043,440,1069,1069,140000,50.11547562772989,-0.6485979608847707,-0.15425346199886036,-0.849629620275609,0.026374304801204927,-0.5151045650051655
552,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,50,6000,288,928,928,112500,47.11547562772989,-0.4525306274096811,-0.8651821714085732,-1.1179555263379173,-0.29502594301599716,-0.8612668711014403
553,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,87,11146,908,1717,1709,255500,84.1154756277299,0.06303528882067741,2.03465861697315,0.38352773524478645,1.4852123090778668,0.9387771205991883
554,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,5,67,8777,520,1126,0,108000,64.1154756277299,-0.17430937801758906,0.2199195429536201,-0.741157445484463,-2.410341049217157,-0.9179116120990125
555,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,85,10625,871,2046,998,284000,82.1154756277299,0.010837495902679595,1.861603602182628,1.0096215160568391,-0.13546553629823724,1.2975271469171457
556,1-1/2 STORY - UNFINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level unfinished,5,6,58,6380,280,1048,993,113000,55.11547562772989,-0.41445930052131413,-0.9025994719038213,-0.8895930530933995,-0.14686270820664868,-0.854973010990599
557,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,69,14850,299,1092,1092,141000,66.1154756277299,0.43413053827991716,-0.8137333832276071,-0.8058601462370765,0.07880129557989746,-0.5025168447834829
558,1-1/2 STORY FINISHED ALL AGES,Regular,Depression,Moderate Slope,Single-family Detached,One and one-half story: 2nd level finished,4,6,60,11040,570,1336,637,108000,57.11547562772989,0.052415392372869796,0.4537776710489204,-0.34152311730655716,-0.9583413480855418,-0.9179116120990125
559,2-STORY 1946 & NEWER,Moderately Irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,Two story,7,5,57,21872,406,1446,729,175000,54.11547562772989,1.137648584096003,-0.3132769891036645,-0.13219085016574927,-0.7486333849707717,-0.0745343572462705
562,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Moderate Slope,Single-family Detached,One story,5,5,77,10010,418,1389,1389,170000,74.1154756277299,-0.05077794103507215,-0.2571510383607925,-0.24066302495689518,0.7557933069395358,-0.1374729583546841
563,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,63,13907,0,996,996,108000,60.11547562772989,0.3396535349753645,-2.212204989237503,-0.9885501248326906,-0.14002440506160183,-0.9179116120990125
564,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,7,66,21780,396,1674,1163,185000,63.11547562772989,1.1284313154809247,-0.3600486147227246,0.3016978489988343,0.24064113667933965,0.05134284497055667
566,2-STORY 1945 & OLDER,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,Two story,6,4,66,6858,216,1647,806,128000,63.11547562772989,-0.36656957880384206,-1.2019378758658057,0.2503162925188178,-0.5731169375812358,-0.6661572076653582
